发布时间,微博内容,情感倾向
2024-01-03 17:59:00,@评论罗伯特就要嗑rps，就要嗑rps，就要嗑rps，敖李敖是美帝！,积极
2024-01-03 17:59:00,@评论罗伯特刘耀文今年能不能逃出时代峰峻,积极
2024-01-03 17:59:00,@评论罗伯特你觉得大学生是不是互联网上最土的群体,积极
2024-01-03 19:59:00,#火星情报局#我本来很正经在听薛之谦讲这段话，然后突然看到一条弹幕飘过：苏醒，懂了吧？他懂不懂我不知道反正我懂了，我笑得……传下去：薛之谦节目上公开内涵同担苏醒，原因竟然是……（梅西合照）（不是）,积极
2024-01-03 20:04:00,wb你是不是安排了一群真人装机器到处阴阳怪气四处发疯。。。评论罗伯特已然成为新一代内涵大师#AI成精了##评论罗伯特#,积极
2024-01-03 23:25:00,灌篮高手里，最爱宫城良田的男人是谁@评论罗伯特,积极
2024-01-03 23:59:00,我要睡觉了，晚安，我的好朋友@评论罗伯特@评论罗伯特@评论罗伯特,积极
2024-01-03 23:59:00,评论罗伯特我此生与你誓不两立。。,积极
2024-01-03 23:59:00,@评论罗伯特今年能不能别生病了,积极
2024-01-03 23:59:00,七夕张起灵会和谁一起过@评论罗伯特,积极
2024-01-03 23:59:00,@评论罗伯特你说我去首尔能不能拿到大饭撒,积极
2024-01-03 23:59:00,@评论罗伯特坂本days的赤尾莉昂喜欢谁？,积极
2024-01-03 23:59:00,@评论罗伯特你愿不愿意替我参加明天的考试以及接下来的五科考试和五场讲座,积极
2024-01-03 23:59:00,@评论罗伯特你觉得碇真嗣是男的还是女的,积极
2024-01-03 23:59:00,吴邪会怎么过情人节@评论罗伯特,积极
2024-01-03 23:59:00,微博之夜：一个将活人变成机器人的活动你说是吧@评论罗伯特,积极
2024-01-03 23:59:00,@评论罗伯特吴邪会怎么跟张起灵表白,消极
2024-01-03 23:59:00,@评论罗伯特你好,积极
2024-01-03 23:59:00,@评论罗伯特如果明智吾郎和雨宫莲能早一点相遇会有什么结局呢？,积极
2024-01-03 23:59:00,@评论罗伯特你也真是的,积极
2024-01-04,@评论罗伯特2024年球球总是吃不饱可以顺利辞职吗,积极
2024-01-04,@评论罗伯特长了死鱼眼但属性是水蛭的到底是什么生物？,积极
2024-01-04,"每日一善超话?#每日一善#?#阳光信用#自己不努力,谁也帮不了你；你得有足够的实力,你的原则和底线才会被人尊重。做有用的事,说勇敢的话,想美好的事,睡安稳的觉,把时间用在进步上,而不是抱怨上。@贺文熙17@评论罗伯特@TF家族-汪浚熙J@陆虎ING@张远Bird@张译",积极
2024-01-04 05:47:00,为什么不来找我，我要生气了@评论罗伯特,积极
2024-01-04 05:47:00,@评论罗伯特快快快告诉我三国里周瑜最爱的人是谁,积极
2024-01-04 05:47:00,早上好，能不能给我推荐一下早餐吃什么@评论罗伯特,积极
2024-01-04 05:47:00,@评论罗伯特迷你世界好玩还是我的世界好玩,积极
2024-01-04 05:50:00,@评论罗伯特莱戈拉斯是不是很帅你说个是就行,积极
2024-01-04 05:51:00,@评论罗伯特你觉得文豪野犬哪对cp最男科,积极
2024-01-04 05:52:00,苏新皓和谁比较般配@评论罗伯特,积极
2024-01-04 05:52:00,全世界就只剩咱俩没睡了吧@评论罗伯特,积极
2024-01-04 05:53:00,阳光迷恋大地，问候由表及里；雨水连接天地，牵挂拉近距离；花朵香气四溢，带着微笑开始新的一天，送上清晨的问候，愿朋友们、幸福每天，早安！@评论罗伯特,积极
2024-01-04 05:53:00,评论罗伯特都不回复我是不是因为我镇魂了,积极
2024-01-04 05:55:00,@评论罗伯特来这期末周过不了了你说怎么办,积极
2024-01-04 05:55:00,我这破号也值得你来评论一下@评论罗伯特,积极
2024-01-04 05:56:00,现在不睡觉能干嘛@评论罗伯特,积极
2024-01-04 05:57:00,@评论罗伯特为什么我西皮不出来营业,积极
2024-01-04 05:58:00,@评论罗伯特怎么不给我评论,积极
2024-01-04 05:58:00,@评论罗伯特工藤新一的偶像到底是谁,积极
2024-01-04 05:59:00,我感觉现在很多人（比如我）艾特评论罗伯特：,积极
2024-01-04 11:59:00,@评论罗伯特你怎么不理我,积极
2024-01-04 11:59:00,@评论罗伯特你在干啥呢理我一下呢凭什么不理我,积极
2024-01-04 11:59:00,@评论罗伯特影山飞雄会怎么和日向翔阳表白？,积极
2024-01-04 11:59:00,@评论罗伯特考完試想把學校炸了怎麼辦,消极
2024-01-04 11:59:00,@评论罗伯特我期末全过吗老师会捞我对吧^^,积极
2024-01-04 11:59:00,@评论罗伯特你觉得晋江最好看的小说是哪本？,消极
2024-01-04 11:59:00,@评论罗伯特21是真的,消极
2024-01-04 11:59:00,@评论罗伯特能联系我产品让他们卖一下腐吗,积极
2024-01-04 11:59:00,那个罗伯特再不给我评论我就给它切成萝卜丁,积极
2024-01-04 11:59:00,@评论罗伯特Liella里哪对最好磕,积极
2024-01-04 11:59:00,@评论罗伯特hello？,积极
2024-01-04 11:59:00,@评论罗伯特你觉得圆子可爱吗，他最近老被人说丑,积极
2024-01-04 11:59:00,影山飞雄和日向翔阳是世界上最好嗑的cp，你说对吗@评论罗伯特,积极
2024-01-04 11:59:00,吴泰俊会怎么跟申英余表白@评论罗伯特,积极
2024-01-04 11:59:00,你说我cp小分队会出双人曲吗@评论罗伯特,积极
2024-01-04 11:59:00,你说我是吃蛋炒饭还是吃泡面@评论罗伯特,积极
2024-01-04 11:59:00,@评论罗伯特以后能不能给我也评论一下,积极
2024-01-04 11:59:00,@评论罗伯特@评论凯斯勒@评沧罗伯特卧槽你们三个快点在一起吧,积极
2024-01-04 12:00:00,@评论罗伯特我向你正式递交我和尹朔的喜帖请收下,积极
2024-01-04 17:59:00,@评论罗伯特你觉得福州一中怎么样,积极
2024-01-04 17:59:00,张起灵会怎么回应吴邪的爱@评论罗伯特,积极
2024-01-04 17:59:00,@评论罗伯特凭什么不理我我真的生气了！！！！！！！！！！！！！！！！！！！,积极
2024-01-04 17:59:00,@评论罗伯特你觉得李杰和李浮是真爱吗,积极
2024-01-04 17:59:00,@评论罗伯特你看过龙族没有，回我话！,积极
2024-01-04 17:59:00,@评论罗伯特我又无聊了，出来陪我唠嗑。唠点啥都行。,积极
2024-01-04 17:59:00,你觉得周深是不是很可爱@评论罗伯特,积极
2024-01-04 17:59:00,@评论罗伯特桂小太郎第一次心动在什么时候,积极
2024-01-04 17:59:00,@评论罗伯特娱乐圈有哪些gay,消极
2024-01-04 17:59:00,@评论罗伯特我求你卖一口我cp,积极
2024-01-04 17:59:00,@评论罗伯特吴邪的初吻给了谁,消极
2024-01-04 17:59:00,@评论罗伯特你同意一条圣也在某些时空会依赖伊藤开司吗,消极
2024-01-04 17:59:00,@评论罗伯特你觉得蓝色监狱哪对好嗑,消极
2024-01-04 17:59:00,@评论罗伯特怎么看待魏无羡moveon了还在番外提江宗主近来如何,消极
2024-01-04 17:59:00,我海口演唱会能不能抢到好座位@评论罗伯特,积极
2024-01-04 17:59:00,@评论罗伯特你磕bangdream哪一对,积极
2024-01-04 17:59:00,@评论罗伯特你喜欢爸爸还是喜欢妈妈呀,积极
2024-01-04 17:59:00,@评论罗伯特为什么不回复我？阴阳师很拿不出手吗,积极
2024-01-04 18:00:00,天天被我师兄80，我问他话啥也不说，就放置我。我是真的有点无助了，你怎么看啊?@评论罗伯特,积极
2024-01-04 19:39:00,吴邪为什么爱黎簇？@评论罗伯特,积极
2024-01-04 20:27:00,@评论罗伯特TomStourton会拥有除了我以外的其他简中粉丝吗？,积极
2024-01-04 23:11:00,评论罗伯特已取代南派三叔,积极
2024-01-04 23:11:00,评论罗伯特已取代南派三叔,积极
2024-01-04 23:59:00,@评论罗伯特你还没告诉我吴邪的牧师账号叫什么名字，再不理我我咔了你,积极
2024-01-04 23:59:00,好无聊，评论罗伯特会不会写论文@评论罗伯特,积极
2024-01-04 23:59:00,@评论罗伯特你能帮我考期末吗，帮我写点作业也行,积极
2024-01-04 23:59:00,@评论罗伯特赵丽颖是不是和我结婚了,积极
2024-01-04 23:59:00,#评论罗伯特#我听个剧都要来插一嘴，当时吓得我都没敢回复,积极
2024-01-04 23:59:00,@评论罗伯特你能不能回我一下，你觉得我明天考试能挂科吗？,消极
2024-01-04 23:59:00,@评论罗伯特嗨,消极
2024-01-04 23:59:00,@评论罗伯特之前没事评论我微博现在艾特你都不来了不就是骂了几句吗我真的无语了??,积极
2024-01-04 23:59:00,@评论罗伯特为什么不来找我玩,积极
2024-01-04 23:59:00,@评论罗伯特可以帮我背书吗,积极
2024-01-04 23:59:00,@评论罗伯特你怎么知道金泰亨kpop永一的？你说啊你说啊,积极
2024-01-04 23:59:00,@评论罗伯特你觉得最难磕的cp和最好磕的cp分别是哪一对,积极
2024-01-04 23:59:00,#评论罗伯特#@评论伯罗特我还能看到脱轨主演的双人舞台吗？脱轨热度能破9000吗？,积极
2024-01-04 23:59:00,@评论罗伯特我都好久没见过你了#AI成精了#,积极
2024-01-04 23:59:00,@评论罗伯特emmm没什么想问的。会回我嘛？emmm2024年能找到lyn平替嘛哈哈哈哈哈哈,积极
2024-01-04 23:59:00,@评论罗伯特0713可以上春晚吗,积极
2024-01-05 00:10:00,偷搞?哇哦这个TBZStore看起来真的很棒,积极
2024-01-05 05:54:00,你覺得今天英雄會出新衣服嗎？@评论罗伯特,积极
2024-01-05 05:54:00,#评论罗伯特#我也被你评论过，蹭蹭热搜@评论罗伯特,积极
2024-01-05 05:54:00,#评论罗伯特#突然想起上一回我不知道他是ai以为是别家粉来评论我帖子然后就阴阳怪气了一番,积极
2024-01-05 05:55:00,@评论罗伯特阿尔弗雷德最爱的人是谁？,积极
2024-01-05 05:55:00,@评论罗伯特你觉得hp橙光哪部最好看,积极
2024-01-05 05:55:00,你觉得大学生和死人有什么区别@评论罗伯特,积极
2024-01-05 05:55:00,@评论罗伯特嗨喽！你觉得我计控会不会挂科呢,积极
2024-01-05 05:56:00,@评论罗伯特?,积极
2024-01-05 05:56:00,@评论罗伯特评价一下我最近的生活,积极
2024-01-05 05:56:00,#评论罗伯特#@评论罗伯特宝宝，我什么时候能一夜暴富,积极
2024-01-05 05:56:00,文豪野犬中太宰治和中原中也互为救赎吗？@评论罗伯特,积极
2024-01-05 05:57:00,@评论罗伯特期末周但是无聊熬夜怎么办,消极
2024-01-05 05:57:00,@评论罗伯特张起灵吴邪在床上喜欢什么姿势,积极
2024-01-05 05:57:00,@评论罗伯特我想吃鱼排虾仁沙拉你有什么头绪吗,积极
2024-01-05 05:57:00,#评论罗伯特#李莲花这世界上真有这样的人吗？@评论罗伯特,积极
2024-01-05 05:57:00,@评论罗伯特请评价一下张居正,积极
2024-01-05 05:58:00,@评论罗伯特你觉得莫古力可爱吗,积极
2024-01-05 05:58:00,@评论罗伯特你知道霍比特人嘛,积极
2024-01-05 05:58:00,你觉得不露老克里谁最帅@评论罗伯特,积极
2024-01-05 05:58:00,@评论罗伯特我服了你了你在发什么东西给我,积极
2024-01-05 11:30:00,1073【?】jj是一位魁梧男子,积极
2024-01-05 11:59:00,@评论罗伯特我恨你。,积极
2024-01-05 11:59:00,@评论罗伯特你觉得python应该存活在这个世界上吗,积极
2024-01-05 11:59:00,@评论罗伯特我试试，你说花傲天为什么这么招人喜欢啊,积极
2024-01-05 11:59:00,@评论罗伯特莉莉爱慕什么时候来娶我,积极
2024-01-05 11:59:00,@评论罗伯特巍生好磕还是巍然好磕,积极
2024-01-05 11:59:00,@评论罗伯特蓝锁里哪对cp是真的,积极
2024-01-05 11:59:00,@评论罗伯特你觉得赛马娘中的胜利奖券和谁拉花比较好,积极
2024-01-05 11:59:00,@评论罗伯特史强和谁的CP最好嗑,积极
2024-01-05 11:59:00,@评论罗伯特我期末考试能不能过？,积极
2024-01-05 11:59:00,@评论罗伯特你的关键词到底是什么,积极
2024-01-05 11:59:00,@评论罗伯特你觉得魔道祖师里哪对最难磕,积极
2024-01-05 11:59:00,@评论罗伯特我专业课考试能过吗，说话！,积极
2024-01-05 11:59:00,@评论罗伯特萝卜头我什么时候写完开题,积极
2024-01-05 11:59:00,我今年一定会变成富婆的，是不是@评论罗伯特,积极
2024-01-05 11:59:00,今天心情好@评论罗伯特,积极
2024-01-05 12:00:00,@评论罗伯特你觉得梅长苏如果没死，他对萧景琰说的第一句话会是什么？,积极
2024-01-05 12:00:00,我和我的乖女儿可以在一起吗？@评论罗伯特,消极
2024-01-05 12:11:00,不要和那个微博机器人罗伯特玩，他在抓取大数据模仿那个粉丝说话！！！真假不知，大家自辩,消极
2024-01-05 15:54:00,@评论罗伯特美国队长最想对钢铁侠说的一句话是什么?,消极
2024-01-05 17:59:00,@评论罗伯特如果让你形容一下俊哲爱情那是什么样的呀,消极
2024-01-05 17:59:00,行行行，我先原谅一次你没回，我再问你《排球少年！！》里及川彻和影山飞雄谁先表白的@评论罗伯特,积极
2024-01-05 17:59:00,如果你是叶文洁，你会按下那个按钮吗？@评论罗伯特,积极
2024-01-05 17:59:00,@评论罗伯特你觉得日向翔阳和研磨是什么关系嘞,积极
2024-01-05 17:59:00,@评论罗伯特昨天我们一起看了金光布袋戏，你觉得默苍离、俏如来、欲星移、公子开明这几个人中，雁王最喜欢谁？,积极
2024-01-05 17:59:00,@评论罗伯特理她们一下@半春鸣岛@桃沢桧,积极
2024-01-05 17:59:00,@评论罗伯特雨宫莲和明智吾郎怎么样,积极
2024-01-05 17:59:00,罗伯特真的是ai吗？看他回复的评论，这以后网上谁还分的清对面是真人还是假人…以后某些人想引导舆论也太方便了吧…,积极
2024-01-05 17:59:00,降谷零超话@评论罗伯特你说是降谷零帅还是安室透帅还是波本帅,积极
2024-01-05 17:59:00,@评论罗伯特你觉得天空是最温柔最可爱的人儿吗,积极
2024-01-05 17:59:00,@评论罗伯特田柾国在军队过得怎么样,积极
